gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference,bmi
M,48,1702,73.0,1026,886,963,25.2
M,19,1782,82.2,947,855,1018,25.89
F,18,1512,51.5,755,677,945,22.53
M,29,1753,60.2,863,731,884,19.59
M,17,1775,83.5,961,912,1016,26.5
F,21,1627,53.5,810,695,926,20.21
F,46,1574,57.1,902,843,918,23.05
M,47,1825,89.2,1016,957,1012,26.78
M,25,1820,75.9,980,764,975,22.91
M,23,1758,87.7,1038,950,1060,28.38
F,60,1580,61.9,939,820,986,24.8
F,19,1575,47.1,755,636,887,18.99
M,35,1714,77.5,954,865,960,26.38
F,32,1634,51.3,833,689,890,19.21
M,43,1711,59.5,825,745,879,20.32
F,21,1625,45.8,765,628,840,17.34
M,26,1764,102.9,1112,1037,1126,33.07
F,20,1623,63.4,871,761,984,24.07
F,25,1584,43.3,755,585,845,17.26
M,16,1707,54.6,780,704,873,18.74
F,20,1570,43.1,760,661,842,17.49
F,45,1642,73.2,1028,890,1003,27.15
F,53,1507,47.4,845,707,855,20.87
F,35,1479,53.3,956,806,935,24.37
M,24,1765,67.4,875,765,940,21.64
F,51,1569,63.3,955,825,961,25.71
F,17,1650,83.1,1080,891,1055,30.52
M,18,1823,57.8,806,671,900,17.39
M,18,1688,57.0,816,671,905,20.0
F,57,1571,56.8,887,766,925,23.01
M,21,1644,70.0,915,830,977,25.9
F,54,1528,48.2,865,705,901,20.64
F,16,1670,58.4,896,692,954,20.94
F,67,1479,50.6,897,815,885,23.13
M,28,1735,78.7,925,893,1035,26.14
M,22,1635,60.2,905,750,890,22.52
M,17,1846,65.5,830,710,935,19.22
F,19,1590,54.3,895,720,900,21.48
F,43,1655,63.9,895,810,955,23.33
F,36,1634,68.0,961,821,990,25.47
M,16,1810,54.4,724,641,842,16.61
F,20,1633,57.2,866,716,969,21.45
F,34,1614,58.4,823,754,937,22.42
M,33,1715,75.5,945,831,972,25.67
M,23,1670,70.6,957,767,925,25.31
M,17,1623,45.2,718,626,801,17.16
M,30,1670,55.2,805,671,865,19.79
F,38,1590,57.0,869,770,929,22.55
F,67,1580,62.8,1035,930,913,25.16
M,50,1759,72.6,922,926,975,23.46
F,20,1706,59.6,790,699,982,20.48
M,18,1704,56.9,803,704,886,19.6
F,19,1655,66.2,970,825,1003,24.17
M,57,1568,63.1,944,903,911,25.66
M,22,1753,69.0,936,765,925,22.45
F,44,1600,58.7,960,781,905,22.93
F,64,1546,73.3,1030,980,1021,30.67
M,18,1699,62.2,840,750,901,21.55
F,19,1654,54.5,784,672,930,19.92
M,21,1745,57.0,843,698,875,18.72
F,39,1622,49.4,785,705,892,18.78
M,18,1741,75.3,917,820,983,24.84
F,25,1640,58.1,860,736,920,21.6
M,65,1708,59.7,893,794,860,20.46
M,28,1704,65.4,855,748,953,22.52
F,36,1556,61.2,862,764,983,25.28
M,40,1640,61.7,915,795,912,22.94
F,47,1598,68.7,1010,860,990,26.9
F,31,1583,55.5,869,814,927,22.15
F,34,1559,49.2,813,735,875,20.24
F,62,1580,58.6,935,866,891,23.47
M,19,1673,55.8,832,718,881,19.94
M,20,1872,71.5,894,725,918,20.4
F,30,1584,52.0,858,760,877,20.72
M,58,1620,61.1,954,852,864,23.28
F,16,1647,66.5,904,753,1008,24.52
F,55,1544,67.6,999,920,911,28.36
M,23,1736,61.5,868,710,895,20.41
M,41,1740,60.3,842,741,872,19.92
F,22,1682,61.6,831,730,960,21.77
F,37,1576,57.0,872,791,921,22.95
F,36,1563,47.6,765,645,854,19.48
F,19,1615,51.5,815,640,904,19.75
M,19,1671,65.4,850,756,943,23.42
M,18,1735,63.4,870,751,940,21.06
F,35,1580,55.7,875,780,910,22.31
M,31,1738,91.3,1100,990,1051,30.23
F,18,1574,55.0,872,709,904,22.2
F,52,1587,52.1,885,705,885,20.69
F,50,1585,65.7,986,906,956,26.15
F,38,1574,46.5,731,651,905,18.77
F,27,1601,49.4,780,682,900,19.27
F,37,1606,70.4,974,820,1040,27.29
F,49,1535,53.9,895,765,895,22.88
F,21,1635,62.1,920,738,965,23.23
M,19,1777,68.8,890,755,960,21.79
M,16,1751,68.1,875,771,961,22.21
M,16,1852,63.2,833,671,911,18.43
M,31,1729,54.2,814,660,870,18.13
F,53,1552,50.7,855,745,868,21.05
M,61,1761,75.7,955,893,936,24.41
F,17,1662,52.8,790,655,905,19.11
M,19,1709,70.1,964,816,945,24.0
M,32,1764,74.9,955,870,995,24.07
F,20,1538,53.0,813,685,941,22.41
F,19,1600,59.2,886,802,936,23.12
M,24,1814,68.1,915,745,925,20.7
M,20,1700,60.2,820,735,905,20.83
F,16,1590,52.6,803,685,921,20.81
F,38,1581,47.3,800,716,835,18.92
F,19,1571,50.6,772,702,926,20.5
F,25,1647,57.8,865,731,981,21.31
F,45,1563,56.2,879,701,937,23.0
F,41,1614,59.2,889,778,916,22.73
F,38,1605,50.1,770,675,882,19.45
F,67,1401,61.5,1073,955,980,31.33
M,69,1727,90.4,1039,1065,1030,30.31
M,16,1706,60.9,788,710,934,20.92
F,60,1490,72.5,1049,979,980,32.66
M,20,1739,101.3,1055,1050,1125,33.5
M,24,1661,77.4,1005,880,1011,28.05
M,48,1759,77.8,971,875,955,25.14
M,18,1649,69.0,910,845,960,25.38
F,18,1635,76.2,970,858,1053,28.5
F,23,1586,47.1,815,631,859,18.72
F,37,1624,68.8,950,878,998,26.09
M,25,1650,61.2,881,775,915,22.48
F,35,1670,56.6,808,710,908,20.29
F,17,1647,98.2,1159,1107,1125,36.2
M,19,1732,67.2,905,792,924,22.4
F,34,1599,56.5,858,735,935,22.1
M,60,1693,64.3,892,798,930,22.43
M,34,1732,75.3,967,848,972,25.1
F,20,1627,54.7,872,705,889,20.66
F,19,1518,43.6,782,650,854,18.92
M,31,1644,64.5,930,830,933,23.86
F,59,1519,57.0,893,790,961,24.7
M,25,1762,82.2,967,881,1027,26.48
M,40,1680,41.5,901,744,916,14.7
M,17,1627,59.4,869,752,910,22.44
M,20,1636,62.0,900,751,881,23.16
F,16,1611,48.4,760,660,850,18.65
M,23,1731,74.7,925,845,967,24.93
M,24,1720,65.9,850,768,950,22.28
M,38,1806,80.3,940,878,972,24.62
M,40,1748,92.8,1087,992,1053,30.37
F,21,1614,48.7,778,640,890,18.69
M,34,1718,79.9,982,895,1004,27.07
F,21,1562,70.0,995,890,1005,28.69
F,30,1634,53.3,832,724,900,19.96
M,26,1703,73.4,940,830,989,25.31
F,59,1510,56.4,890,841,914,24.74
F,41,1689,55.6,780,720,935,19.49
M,25,1755,73.0,930,820,970,23.7
F,29,1527,55.3,875,695,950,23.72
M,33,1757,65.1,940,712,925,21.09
M,50,1733,71.4,941,860,930,23.77
M,18,1720,53.8,812,709,870,18.19
F,56,1555,53.3,877,752,889,22.04
F,17,1560,53.6,850,741,927,22.02
M,22,1724,68.2,910,728,930,22.95
F,19,1681,95.1,1085,1020,1175,33.65
F,35,1628,51.3,760,653,885,19.36
F,18,1475,61.3,958,845,1001,28.18
F,21,1744,52.8,770,640,870,17.36
F,19,1589,54.1,875,690,931,21.43
F,25,1562,44.8,758,600,885,18.36
F,28,1570,46.4,772,634,892,18.82
F,20,1629,48.3,798,650,866,18.2
M,37,1704,61.4,873,768,860,21.15
F,35,1630,52.6,836,720,915,19.8
F,21,1520,60.9,875,791,1022,26.36
M,43,1660,56.2,852,741,867,20.39
F,25,1622,61.7,910,780,935,23.45
M,20,1781,66.4,848,715,918,20.93
M,20,1739,75.3,950,860,981,24.9
F,60,1507,66.4,1005,927,984,29.24
F,37,1669,66.1,865,800,975,23.73
F,20,1671,55.5,877,688,920,19.88
F,17,1592,45.7,790,610,862,18.03
F,20,1591,62.2,901,740,1000,24.57
M,62,1654,54.6,828,730,870,19.96
M,44,1671,96.2,1083,1036,1097,34.45
F,25,1620,43.8,746,611,872,16.69
M,36,1672,76.2,975,891,997,27.26
F,33,1572,56.0,876,821,923,22.66
F,26,1546,45.0,768,650,862,18.83
M,32,1672,63.3,898,792,880,22.64
M,37,1700,74.6,986,805,955,25.81
F,38,1580,51.4,820,675,931,20.59
M,37,1691,76.9,975,886,970,26.89
F,19,1716,50.3,755,626,880,17.08
F,19,1557,53.3,869,705,920,21.99
F,21,1560,44.7,798,665,835,18.37
F,17,1638,49.8,795,641,882,18.56
F,33,1626,69.0,945,770,990,26.1
M,30,1739,61.6,854,721,886,20.37
M,16,1746,65.0,845,722,950,21.32
M,34,1777,79.0,960,875,1021,25.02
F,29,1560,50.9,886,710,907,20.92
M,23,1704,64.4,845,710,920,22.18
F,32,1524,58.9,952,810,916,25.36
M,19,1730,57.7,851,695,857,19.28
F,34,1598,56.5,795,751,951,22.13
M,52,1707,62.5,901,819,876,21.45
M,48,1629,72.0,936,925,941,27.13
M,28,1768,65.2,850,762,918,20.86
M,16,1711,66.7,895,800,939,22.78
M,54,1715,49.6,845,690,819,16.86
M,16,1694,97.7,1022,1014,1130,34.05
F,59,1523,58.6,949,853,915,25.26
F,29,1629,61.6,944,790,957,23.21
F,17,1542,44.6,784,645,860,18.76
M,18,1609,79.8,950,930,1020,30.82
F,49,1560,65.4,965,871,965,26.87
M,63,1674,69.8,940,851,930,24.91
F,16,1545,50.3,792,674,924,21.07
F,55,1550,61.5,925,811,921,25.6
F,36,1625,60.6,860,770,932,22.95
M,48,1642,62.7,905,815,925,23.26
M,17,1745,61.4,855,735,905,20.16
M,35,1858,106.1,1133,1102,1090,30.73
F,53,1594,58.4,914,804,950,22.98
F,17,1604,59.2,895,751,991,23.01
F,24,1655,51.8,811,665,895,18.91
M,42,1699,75.6,941,932,967,26.19
F,29,1704,66.7,965,774,971,22.97
M,43,1662,65.6,935,835,885,23.75
M,32,1804,88.3,985,923,1056,27.13
F,35,1627,62.1,916,825,949,23.46
F,34,1621,56.8,853,776,907,21.62
M,19,1745,67.3,892,803,940,22.1
F,19,1617,50.4,800,661,860,19.28
F,19,1565,46.1,823,659,861,18.82
M,32,1749,94.1,1072,979,1071,30.76
F,49,1511,58.7,982,892,841,25.71
M,33,1734,83.6,998,948,1032,27.8
F,54,1625,63.5,887,781,950,24.05
M,19,1705,62.7,865,745,925,21.57
M,18,1703,57.3,817,690,894,19.76
M,16,1645,57.3,804,728,904,21.17
M,24,1769,64.9,843,719,896,20.74
M,20,1589,60.6,890,715,900,24.0
F,16,1544,50.7,829,694,847,21.27
F,33,1604,48.2,788,652,911,18.73
M,50,1740,66.7,890,780,923,22.03
F,33,1610,58.8,865,754,941,22.68
F,22,1665,59.7,845,745,975,21.54
M,54,1721,82.3,1034,908,1003,27.79
M,20,1710,71.9,885,851,1004,24.59
M,29,1734,78.8,1005,855,980,26.21
M,35,1749,69.6,940,757,955,22.75
M,32,1745,93.5,1050,940,1026,30.71
F,63,1582,57.5,905,785,921,22.97
F,33,1685,51.9,832,672,923,18.28
M,33,1723,81.1,953,865,961,27.32
F,45,1490,54.5,935,790,900,24.55
F,32,1645,52.9,821,660,896,19.55
F,16,1625,56.4,881,720,910,21.36
M,39,1695,72.2,925,863,959,25.13
F,16,1489,42.3,775,620,811,19.08
F,35,1527,48.5,820,716,896,20.8
F,16,1606,59.6,854,719,954,23.11
M,19,1720,60.5,836,690,905,20.45
F,60,1630,66.4,1033,893,983,24.99
M,21,1780,67.6,860,775,955,21.34
F,34,1710,56.6,820,750,940,19.36
F,42,1521,56.5,881,765,905,24.42
F,52,1599,61.7,948,860,931,24.13
M,19,1763,102.1,1074,1021,1091,32.85
M,43,1709,77.8,917,833,932,26.64
F,16,1532,42.3,765,672,880,18.02
M,45,1719,78.7,993,893,958,26.63
M,16,1626,55.8,831,755,895,21.11
F,31,1615,45.3,781,632,835,17.37
F,17,1640,66.0,926,789,974,24.54
F,17,1555,67.6,1011,874,965,27.96
M,17,1751,58.4,824,660,903,19.05
F,18,1721,60.5,861,680,965,20.43
M,16,1820,74.7,952,820,962,22.55
M,19,1730,53.4,761,677,841,17.84
M,20,1694,56.6,800,696,893,19.72
M,31,1713,76.4,965,851,985,26.04
M,45,1719,66.5,960,805,904,22.5
F,55,1735,82.2,1064,930,1072,27.31
F,18,1619,48.4,780,674,891,18.47
M,22,1840,59.7,829,716,874,17.63
F,33,1536,48.7,771,710,911,20.64
F,16,1566,57.1,855,711,950,23.28
F,34,1581,55.0,826,755,923,22.0
M,30,1750,65.4,877,735,915,21.36
M,16,1688,76.5,935,870,974,26.85
F,19,1660,78.6,1035,930,1070,28.52
F,18,1625,53.9,876,735,892,20.41
M,17,1735,57.7,815,680,902,19.17
M,18,1679,54.2,845,675,831,19.23
M,16,1649,50.5,781,644,859,18.57
M,26,1650,62.3,900,780,941,22.88
F,47,1574,41.8,850,757,892,16.87
M,38,1682,71.5,940,853,1001,25.27
F,19,1558,46.9,757,646,874,19.32
M,22,1706,51.2,834,643,837,17.59
M,32,1768,84.6,985,925,1013,27.06
M,19,1684,57.6,840,720,865,20.31
M,31,1875,80.4,947,826,985,22.87
F,20,1600,53.8,820,685,930,21.02
F,18,1482,52.7,836,690,981,23.99
F,27,1577,49.0,838,707,870,19.7
M,38,1716,66.6,887,799,908,22.62
M,28,1754,109.8,1136,1127,1144,35.69
F,16,1509,61.5,889,771,945,27.01
M,64,1685,69.2,951,912,960,24.37
F,16,1590,45.5,796,675,870,18.0
M,39,1805,94.3,1033,990,1045,28.94
M,33,1819,72.3,888,816,951,21.85
M,37,1706,67.6,910,810,954,23.23
M,19,1767,62.4,818,711,887,19.99
F,36,1581,49.5,850,714,876,19.8
F,35,1609,66.1,975,891,921,25.53
M,36,1710,84.5,1031,895,985,28.9
F,18,1586,49.5,810,620,885,19.68
M,16,1766,69.6,875,780,995,22.32
F,56,1541,73.4,1085,970,970,30.91
F,48,1567,77.9,1085,955,992,31.72
M,17,1726,80.7,961,874,1001,27.09
F,58,1560,67.9,1042,930,925,27.9
F,40,1567,63.6,891,875,971,25.9
F,66,1462,45.5,892,725,832,21.29
F,25,1629,54.8,795,683,963,20.65
M,37,1644,79.0,950,870,1020,29.23
F,19,1576,58.3,861,791,957,23.47
F,22,1585,61.2,895,780,1001,24.36
F,35,1513,50.8,815,702,914,22.19
F,17,1620,55.1,831,708,890,21.0
F,19,1590,60.0,902,765,961,23.73
F,16,1496,48.1,815,702,876,21.49
F,33,1675,67.2,930,871,1021,23.95
F,17,1461,42.4,799,676,870,19.86
F,32,1617,59.6,924,830,972,22.79
F,20,1616,61.1,870,742,974,23.4
M,33,1802,87.5,1035,955,1041,26.95
F,18,1644,56.7,820,705,928,20.98
F,33,1570,51.3,841,720,890,20.81
F,56,1651,60.7,836,761,954,22.27
M,21,1776,69.0,890,750,957,21.88
M,41,1698,72.6,915,850,952,25.18
M,31,1788,74.1,930,855,964,23.18
M,20,1665,66.3,880,735,944,23.92
F,44,1606,55.7,880,780,912,21.6
M,21,1784,69.6,851,701,953,21.87
F,44,1563,49.3,826,685,866,20.18
M,68,1594,54.0,884,906,844,21.25
F,55,1585,77.5,1051,931,1035,30.85
F,24,1584,58.3,840,764,965,23.24
F,17,1614,46.7,812,670,880,17.93
M,66,1653,70.3,990,924,930,25.73
F,21,1645,53.8,815,683,933,19.88
F,16,1529,49.6,742,674,945,21.22
M,18,1623,46.9,778,636,808,17.8
M,46,1685,70.5,954,892,945,24.83
M,48,1799,87.8,1032,942,1002,27.13
M,67,1663,76.4,975,999,1004,27.63
M,18,1782,60.5,844,682,871,19.05
F,43,1590,47.6,758,606,862,18.83
M,28,1671,99.0,1165,1135,1021,35.46
M,49,1673,62.2,885,813,897,22.22
F,19,1606,50.3,800,693,905,19.5
M,34,1735,77.1,999,855,981,25.61
M,47,1650,68.4,920,820,965,25.12
F,57,1558,53.8,880,780,880,22.16
M,32,1723,75.1,953,865,961,25.3
M,23,1730,95.0,1075,1028,1050,31.74
M,25,1676,68.5,921,780,975,24.39
M,33,1788,80.1,1014,832,980,25.06
F,30,1620,52.0,820,658,914,19.81
M,20,1734,68.7,874,778,927,22.85
F,57,1611,71.4,988,895,1002,27.51
F,16,1616,57.8,856,753,945,22.13
M,46,1618,65.3,970,845,930,24.94
F,18,1581,41.5,731,615,831,16.6
M,18,1655,69.8,861,772,966,25.48
F,19,1604,58.9,882,746,947,22.89
F,53,1557,52.0,856,741,910,21.45
M,63,1623,85.9,1070,1000,1041,32.61
F,39,1640,58.4,880,749,928,21.71
M,16,1694,57.5,810,720,895,20.04
F,16,1614,46.3,766,602,847,17.77
M,16,1651,53.6,770,682,885,19.66
M,52,1633,68.5,965,820,950,25.69
M,18,1751,63.7,865,716,935,20.78
F,19,1544,50.7,755,672,929,21.27
M,23,1676,67.9,890,770,920,24.17
F,16,1537,49.4,810,718,910,20.91
M,37,1713,68.5,900,851,935,23.34
F,31,1642,65.2,894,817,1006,24.18
F,16,1568,47.2,782,691,886,19.2
F,38,1609,57.9,873,815,915,22.36
F,28,1529,43.2,785,645,861,18.48
F,45,1530,60.0,945,869,922,25.63
M,43,1804,96.1,1080,954,1021,29.53
M,69,1654,56.5,870,832,833,20.65
M,57,1714,70.9,925,855,935,24.13
M,66,1746,68.0,854,920,948,22.31
M,17,1770,73.2,910,801,965,23.36
M,26,1750,77.4,930,845,979,25.27
M,30,1795,88.7,1000,863,1052,27.53
F,17,1687,59.6,900,703,970,20.94
M,19,1749,66.5,865,744,927,21.74
M,25,1686,57.2,840,714,865,20.12
M,26,1800,70.0,875,786,950,21.6
F,19,1510,50.6,869,722,914,22.19
F,20,1624,58.3,845,724,962,22.11
M,18,1724,70.5,884,756,921,23.72
M,59,1651,81.1,1021,1009,966,29.75
M,16,1813,62.3,809,707,911,18.95
F,44,1585,59.5,930,745,945,23.68
M,18,1672,52.7,759,651,850,18.85
M,32,1785,61.4,875,725,855,19.27
F,48,1509,53.1,907,802,895,23.32
F,36,1605,64.8,928,782,973,25.16
M,20,1834,78.5,911,791,1011,23.34
F,27,1552,46.4,812,691,867,19.26
F,41,1593,59.5,905,783,955,23.45
M,18,1742,64.1,826,701,901,21.12
M,20,1751,75.3,955,822,1002,24.56
M,19,1740,71.8,909,811,938,23.72
M,32,1664,70.2,972,835,974,25.35
M,35,1660,62.6,900,767,940,22.72
F,49,1548,54.6,854,801,911,22.79
F,37,1551,58.0,941,825,925,24.11
F,49,1531,65.4,1021,945,972,27.9
F,34,1606,57.8,860,788,943,22.41
M,17,1767,64.8,840,695,905,20.75
M,18,1814,72.8,871,746,981,22.12
M,25,1772,82.5,980,860,1015,26.27
M,46,1725,69.1,973,860,923,23.22
M,38,1597,72.9,1002,846,960,28.58
M,17,1720,50.9,760,620,840,17.21
M,16,1736,68.6,895,790,960,22.76
M,46,1615,72.2,977,896,945,27.68
M,21,1725,72.6,910,815,965,24.4
M,35,1705,69.6,961,845,970,23.94
F,63,1473,55.1,915,860,925,25.39
F,34,1609,50.2,816,670,887,19.39
F,19,1608,51.6,791,706,906,19.96
F,20,1639,56.4,810,731,954,21.0
F,18,1595,58.8,883,743,940,23.11
F,16,1590,45.4,725,620,865,17.96
F,18,1606,48.1,765,612,875,18.65
F,23,1626,45.9,770,650,845,17.36
M,27,1762,79.2,995,856,975,25.51
M,18,1690,50.4,760,654,830,17.65
F,51,1570,70.9,1025,912,994,28.76
M,17,1650,45.6,772,616,813,16.75
M,19,1671,58.2,860,725,875,20.84
M,16,1718,73.8,970,846,981,25.0
F,21,1600,50.5,816,698,891,19.73
F,39,1625,58.0,890,810,971,21.96
M,18,1720,65.2,850,747,940,22.04
M,66,1650,61.9,906,855,905,22.74
M,18,1790,58.7,790,690,913,18.32
F,48,1597,63.5,920,815,955,24.9
M,15,1614,55.9,855,732,887,21.46
M,39,1737,62.6,874,746,906,20.75
F,26,1519,51.2,826,700,933,22.19
F,35,1582,57.1,930,776,895,22.82
M,39,1777,90.0,1035,965,1040,28.5
M,59,1738,59.5,880,731,846,19.7
M,23,1789,76.0,902,857,1000,23.75
M,48,1688,66.2,968,822,899,23.23
M,18,1694,52.8,790,688,880,18.4
M,36,1785,68.2,915,755,936,21.4
F,29,1602,59.2,897,794,962,23.07
M,16,1777,53.6,792,647,878,16.97
M,31,1745,74.0,1003,820,910,24.3
M,28,1754,71.2,936,800,933,23.14
M,31,1702,69.1,935,810,950,23.85
M,53,1706,73.7,980,855,960,25.32
M,23,1730,81.0,1038,855,1002,27.06
M,17,1749,65.5,851,711,906,21.41
F,29,1606,42.9,740,600,811,16.63
F,16,1576,53.2,805,695,930,21.42
M,17,1713,58.7,792,690,874,20.0
M,34,1708,65.9,840,740,930,22.59
M,41,1673,65.7,902,811,935,23.47
F,18,1486,53.6,821,708,884,24.27
M,45,1637,73.0,974,915,930,27.24
M,38,1700,75.4,980,878,990,26.09
F,62,1567,63.1,984,841,919,25.7
F,21,1608,53.1,835,720,899,20.54
M,38,1625,64.9,906,835,965,24.58
F,19,1620,,775,622,850,
F,21,1605,56.7,851,695,963,22.01
F,33,1627,67.3,966,851,986,25.42
M,34,1688,61.0,908,745,900,21.41
F,57,1574,61.2,970,880,912,24.7
F,35,1569,49.4,784,730,912,20.07
M,19,1685,60.2,837,727,889,21.2
M,31,1827,89.5,995,896,1025,26.81
M,60,1748,75.7,1006,890,916,24.77
M,20,1732,71.5,928,831,1000,23.83
F,19,1600,59.5,893,730,933,23.24
F,33,1618,60.1,855,760,980,22.96
F,25,1614,51.6,800,730,885,19.81
M,33,1730,77.7,956,868,984,25.96
M,23,1686,54.1,850,692,845,19.03
M,19,1757,64.7,875,745,915,20.96
M,26,1785,73.6,924,873,966,23.1
F,18,1598,54.1,785,734,896,21.19
F,41,1519,52.3,825,727,963,22.67
F,18,1584,51.0,810,674,920,20.33
F,19,1656,55.7,855,775,898,20.31
M,64,1684,79.5,1013,994,989,28.03
M,19,1666,50.7,800,675,845,18.27
M,58,1605,52.9,904,800,810,20.54
F,17,1645,60.1,865,665,989,22.21
F,57,1468,56.9,925,821,930,26.4
F,19,1660,72.6,900,820,1023,26.35
M,59,1672,81.8,1049,994,995,29.26
F,43,1610,53.7,815,677,915,20.72
M,16,1654,59.1,817,738,920,21.6
F,40,1566,54.4,831,740,905,22.18
F,18,1669,55.0,786,635,920,19.74
F,16,1630,54.6,836,693,934,20.55
M,17,1730,79.6,940,862,1058,26.6
M,26,1700,69.3,913,735,933,23.98
M,34,1722,63.0,866,760,930,21.25
F,25,1600,50.4,795,662,893,19.69
M,41,1700,79.6,983,944,1004,27.54
F,17,1595,63.1,931,799,954,24.8
F,25,1588,40.6,740,590,835,16.1
M,18,1741,82.9,1011,865,1067,27.35
M,17,1708,61.8,854,750,933,21.18
M,28,1770,70.5,932,766,950,22.5
M,23,1865,81.6,925,795,1020,23.46
M,16,1756,55.6,774,667,877,18.03
M,34,1825,87.6,1025,900,1021,26.3
F,45,1715,60.0,932,741,930,20.4
M,17,1692,50.9,800,662,825,17.78
M,26,1788,95.7,1064,1038,1092,29.93
M,37,1691,81.9,1046,965,1001,28.64
M,18,1748,88.4,971,910,1015,28.93
M,60,1745,75.4,962,870,966,24.76
M,66,1651,63.1,923,893,858,23.15
M,18,1673,51.6,795,665,838,18.44
M,27,1713,83.6,1010,960,1060,28.49
M,47,1796,71.7,932,857,941,22.23
F,54,1546,62.2,932,810,992,26.02
M,17,1734,61.9,843,696,880,20.59
F,33,1549,49.9,821,690,881,20.8
M,28,1681,62.4,854,780,910,22.08
F,52,1622,86.2,1136,988,1018,32.76
F,17,1554,56.4,844,700,962,23.35
F,57,1470,58.7,1040,915,901,27.16
F,47,1580,61.0,906,776,966,24.44
M,16,1790,62.3,830,710,945,19.44
F,30,1619,54.9,881,761,903,20.94
M,19,1777,63.2,910,699,897,20.01
F,55,1542,58.1,934,891,931,24.43
M,22,1630,66.3,876,825,961,24.95
M,16,1799,60.2,800,690,910,18.6
F,54,1452,47.5,842,780,861,22.53
F,35,1613,68.2,951,828,1014,26.21
M,22,1616,75.8,975,870,1032,29.03
M,36,1709,69.7,909,845,942,23.86
F,35,1630,67.0,947,805,1002,25.22
M,18,1618,45.2,737,605,827,17.27
F,19,1624,47.4,765,628,865,17.97
F,18,1588,51.7,810,667,920,20.5
F,34,1620,56.7,880,682,903,21.6
M,49,1673,76.9,977,868,985,27.47
M,18,1726,58.9,810,680,880,19.77
F,17,1665,63.5,906,775,980,22.91
M,27,1786,82.7,990,870,1020,25.93
F,23,1659,57.7,780,732,940,20.96
F,16,1704,50.7,720,635,893,17.46
F,26,1568,60.6,865,780,1000,24.65
F,18,1571,45.2,775,615,861,18.31
M,19,1711,62.2,852,711,912,21.25
M,20,1787,95.5,1065,935,1101,29.91
M,18,1853,69.0,831,760,941,20.1
M,30,1720,76.3,952,844,971,25.79
M,19,1691,59.8,812,719,900,20.91
M,16,1627,63.7,855,768,936,24.06
F,34,1509,63.6,1014,874,965,27.93
F,25,1560,62.2,955,855,895,25.56
F,20,1650,52.9,804,682,915,19.43
F,48,1558,76.3,1005,930,1055,31.43
M,59,1709,69.1,980,860,925,23.66
F,19,1635,46.4,815,682,845,17.36
F,23,1655,52.7,847,663,865,19.24
F,35,1575,50.9,859,745,888,20.52
M,19,1678,48.9,775,648,811,17.37
M,34,1792,86.3,1040,884,1028,26.87
F,19,1623,64.1,925,780,961,24.33
F,34,1598,62.9,951,846,995,24.63
F,53,1526,61.0,955,852,950,26.2
F,60,1560,68.6,1041,930,972,28.19
M,49,1693,67.5,905,831,910,23.55
F,22,1640,56.2,820,694,943,20.9
F,26,1590,56.5,856,695,943,22.35
F,36,1663,52.2,796,692,900,18.87
F,45,1612,60.9,914,795,923,23.44
M,18,1619,68.0,961,895,955,25.94
F,22,1636,54.1,820,715,913,20.21
M,23,1831,91.9,935,978,1049,27.41
M,16,1750,63.0,802,705,901,20.57
M,16,1733,80.5,958,878,1021,26.8
M,19,1775,64.5,942,740,898,20.47
F,55,1481,59.1,934,855,955,26.94
F,38,1626,70.6,951,830,1005,26.7
F,43,1640,65.1,920,815,1020,24.2
F,30,1620,53.1,782,707,897,20.23
F,20,1580,46.5,840,644,861,18.63
F,69,1551,57.9,850,796,948,24.07
F,55,1522,52.0,871,820,900,22.45
M,17,1701,61.5,866,712,889,21.26
M,16,1748,62.1,855,697,896,20.32
F,29,1618,55.3,829,757,918,21.12
M,19,1746,58.4,856,670,868,19.16
F,64,1588,61.5,921,845,961,24.39
M,29,1693,69.8,895,840,945,24.35
F,18,1602,45.7,752,615,870,17.81
F,17,1627,49.7,788,620,880,18.78
M,16,1750,73.0,885,810,965,23.84
F,34,1611,50.2,790,666,877,19.34
F,20,1612,47.3,753,670,892,18.2
F,51,1537,70.5,1051,881,1002,29.84
F,31,1544,64.8,1025,880,984,27.18
F,48,1454,44.8,816,674,846,21.19
F,19,1578,55.4,818,731,975,22.25
F,60,1580,52.4,905,802,861,20.99
M,25,1690,67.2,956,803,935,23.53
M,24,1731,64.4,890,746,937,21.49
F,16,1644,48.0,780,625,851,17.76
M,18,1637,67.9,890,773,935,25.34
M,42,1675,70.1,987,781,920,24.99
F,16,1642,63.5,885,731,975,23.55
M,55,1718,81.1,975,921,1007,27.48
M,16,1628,44.7,780,630,782,16.87
F,60,1536,64.7,974,914,975,27.42
M,19,1650,58.9,882,745,895,21.63
F,19,1626,64.1,919,794,978,24.24
F,17,1685,57.2,806,685,965,20.15
F,17,1463,45.5,851,691,820,21.26
M,35,1665,80.9,975,901,1023,29.18
M,45,1685,64.1,908,771,907,22.58
M,49,1666,82.7,1050,915,1030,29.8
M,48,1674,75.2,995,910,1000,26.84
M,33,1776,71.6,884,825,961,22.7
F,16,1690,53.5,815,641,921,18.73
F,39,1628,57.2,841,755,970,21.58
M,32,1664,65.2,912,760,930,23.55
F,32,1720,62.5,885,762,960,21.13
M,19,1658,49.5,760,625,801,18.01
F,19,1564,75.8,941,901,1080,30.99
