gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference
M,31,1875,80.4,947,826,985
F,20,1600,53.8,820,685,930
F,18,1482,52.7,836,690,981
F,27,1577,49.0,838,707,870
M,38,1716,66.6,887,799,908
M,28,1754,109.8,1136,1127,1144
F,16,1509,61.5,889,771,945
M,64,1685,69.2,951,912,960
F,16,1590,45.5,796,675,870
M,39,1805,94.3,1033,990,1045
M,33,1819,72.3,888,816,951
M,37,1706,67.6,910,810,954
M,19,1767,62.4,818,711,887
F,36,1581,49.5,850,714,876
F,35,1609,66.1,975,891,921
M,36,1710,84.5,1031,895,985
F,18,1586,49.5,810,620,885
M,16,1766,69.6,875,780,995
F,56,1541,73.4,1085,970,970
F,48,1567,77.9,1085,955,992
M,17,1726,80.7,961,874,1001
F,58,1560,67.9,1042,930,925
F,40,1567,63.6,891,875,971
F,66,1462,45.5,892,725,832
F,25,1629,54.8,795,683,963
M,37,1644,79.0,950,870,1020
F,19,1576,58.3,861,791,957
F,22,1585,61.2,895,780,1001
F,35,1513,50.8,815,702,914
F,17,1620,55.1,831,708,890
F,19,1590,60.0,902,765,961
F,16,1496,48.1,815,702,876
F,33,1675,67.2,930,871,1021
F,17,1461,42.4,799,676,870
F,32,1617,59.6,924,830,972
F,20,1616,61.1,870,742,974
M,33,1802,87.5,1035,955,1041
F,18,1644,56.7,820,705,928
F,33,1570,51.3,841,720,890
F,56,1651,60.7,836,761,954
M,21,1776,69.0,890,750,957
M,41,1698,72.6,915,850,952
M,31,1788,74.1,930,855,964
M,20,1665,66.3,880,735,944
F,44,1606,55.7,880,780,912
M,21,1784,69.6,851,701,953
F,44,1563,49.3,826,685,866
M,68,1594,54.0,884,906,844
F,55,1585,77.5,1051,931,1035
F,24,1584,58.3,840,764,965
F,17,1614,46.7,812,670,880
M,66,1653,70.3,990,924,930
F,21,1645,53.8,815,683,933
F,16,1529,49.6,742,674,945
M,18,1623,46.9,778,636,808
M,46,1685,70.5,954,892,945
M,48,1799,87.8,1032,942,1002
M,67,1663,76.4,975,999,1004
M,18,1782,60.5,844,682,871
F,43,1590,47.6,758,606,862
M,28,1671,99.0,1165,1135,1021
M,49,1673,62.2,885,813,897
F,19,1606,50.3,800,693,905
M,34,1735,77.1,999,855,981
M,47,1650,68.4,920,820,965
F,57,1558,53.8,880,780,880
M,32,1723,75.1,953,865,961
M,23,1730,95.0,1075,1028,1050
M,25,1676,68.5,921,780,975
M,33,1788,80.1,1014,832,980
F,30,1620,52.0,820,658,914
M,20,1734,68.7,874,778,927
F,57,1611,71.4,988,895,1002
F,16,1616,57.8,856,753,945
M,46,1618,65.3,970,845,930
F,18,1581,41.5,731,615,831
M,18,1655,69.8,861,772,966
F,19,1604,58.9,882,746,947
F,53,1557,52.0,856,741,910
M,63,1623,85.9,1070,1000,1041
F,39,1640,58.4,880,749,928
M,16,1694,57.5,810,720,895
F,16,1614,46.3,766,602,847
M,16,1651,53.6,770,682,885
M,52,1633,68.5,965,820,950
M,18,1751,63.7,865,716,935
F,19,1544,50.7,755,672,929
M,23,1676,67.9,890,770,920
F,16,1537,49.4,810,718,910
M,37,1713,68.5,900,851,935
F,31,1642,65.2,894,817,1006
F,16,1568,47.2,782,691,886
F,38,1609,57.9,873,815,915
F,28,1529,43.2,785,645,861
F,45,1530,60.0,945,869,922
M,43,1804,96.1,1080,954,1021
M,69,1654,56.5,870,832,833
M,57,1714,70.9,925,855,935
M,66,1746,68.0,854,920,948
M,17,1770,73.2,910,801,965
M,26,1750,77.4,930,845,979
M,30,1795,88.7,1000,863,1052
F,17,1687,59.6,900,703,970
M,19,1749,66.5,865,744,927
M,25,1686,57.2,840,714,865
M,26,1800,70.0,875,786,950
F,19,1510,50.6,869,722,914
F,20,1624,58.3,845,724,962
M,18,1724,70.5,884,756,921
M,59,1651,81.1,1021,1009,966
M,16,1813,62.3,809,707,911
F,44,1585,59.5,930,745,945
M,18,1672,52.7,759,651,850
M,32,1785,61.4,875,725,855
F,48,1509,53.1,907,802,895
F,36,1605,64.8,928,782,973
M,20,1834,78.5,911,791,1011
F,27,1552,46.4,812,691,867
F,41,1593,59.5,905,783,955
M,18,1742,64.1,826,701,901
M,20,1751,75.3,955,822,1002
M,19,1740,71.8,909,811,938
M,32,1664,70.2,972,835,974
M,35,1660,62.6,900,767,940
F,49,1548,54.6,854,801,911
F,37,1551,58.0,941,825,925
F,49,1531,65.4,1021,945,972
F,34,1606,57.8,860,788,943
M,17,1767,64.8,840,695,905
M,18,1814,72.8,871,746,981
M,25,1772,82.5,980,860,1015
M,46,1725,69.1,973,860,923
M,38,1597,72.9,1002,846,960
M,17,1720,50.9,760,620,840
M,16,1736,68.6,895,790,960
M,46,1615,72.2,977,896,945
M,21,1725,72.6,910,815,965
M,35,1705,69.6,961,845,970
F,63,1473,55.1,915,860,925
F,34,1609,50.2,816,670,887
F,19,1608,51.6,791,706,906
F,20,1639,56.4,810,731,954
F,18,1595,58.8,883,743,940
F,16,1590,45.4,725,620,865
F,18,1606,48.1,765,612,875
F,23,1626,45.9,770,650,845
M,27,1762,79.2,995,856,975
M,18,1690,50.4,760,654,830
F,51,1570,70.9,1025,912,994
M,17,1650,45.6,772,616,813
M,19,1671,58.2,860,725,875
M,16,1718,73.8,970,846,981
F,21,1600,50.5,816,698,891
F,39,1625,58.0,890,810,971
M,18,1720,65.2,850,747,940
M,66,1650,61.9,906,855,905
M,18,1790,58.7,790,690,913
F,48,1597,63.5,920,815,955
M,15,1614,55.9,855,732,887
M,39,1737,62.6,874,746,906
F,26,1519,51.2,826,700,933
F,35,1582,57.1,930,776,895
M,39,1777,90.0,1035,965,1040
M,59,1738,59.5,880,731,846
M,23,1789,76.0,902,857,1000
M,48,1688,66.2,968,822,899
M,18,1694,52.8,790,688,880
M,36,1785,68.2,915,755,936
F,29,1602,59.2,897,794,962
M,16,1777,53.6,792,647,878
M,31,1745,74.0,1003,820,910
M,28,1754,71.2,936,800,933
M,31,1702,69.1,935,810,950
M,53,1706,73.7,980,855,960
M,23,1730,81.0,1038,855,1002
M,17,1749,65.5,851,711,906
F,29,1606,42.9,740,600,811
F,16,1576,53.2,805,695,930
M,17,1713,58.7,792,690,874
M,34,1708,65.9,840,740,930
M,41,1673,65.7,902,811,935
F,18,1486,53.6,821,708,884
M,45,1637,73.0,974,915,930
M,38,1700,75.4,980,878,990
F,62,1567,63.1,984,841,919
F,21,1608,53.1,835,720,899
M,38,1625,64.9,906,835,965
F,19,1620,,775,622,850
F,21,1605,56.7,851,695,963
F,33,1627,67.3,966,851,986
M,34,1688,61.0,908,745,900
F,57,1574,61.2,970,880,912
F,35,1569,49.4,784,730,912
M,19,1685,60.2,837,727,889
M,31,1827,89.5,995,896,1025
M,60,1748,75.7,1006,890,916
M,20,1732,71.5,928,831,1000
F,19,1600,59.5,893,730,933
F,33,1618,60.1,855,760,980
F,25,1614,51.6,800,730,885
M,33,1730,77.7,956,868,984
M,23,1686,54.1,850,692,845
M,19,1757,64.7,875,745,915
M,26,1785,73.6,924,873,966
F,18,1598,54.1,785,734,896
F,41,1519,52.3,825,727,963
F,18,1584,51.0,810,674,920
F,19,1656,55.7,855,775,898
M,64,1684,79.5,1013,994,989
M,19,1666,50.7,800,675,845
M,58,1605,52.9,904,800,810
F,17,1645,60.1,865,665,989
F,57,1468,56.9,925,821,930
F,19,1660,72.6,900,820,1023
M,59,1672,81.8,1049,994,995
F,43,1610,53.7,815,677,915
M,16,1654,59.1,817,738,920
F,40,1566,54.4,831,740,905
F,18,1669,55.0,786,635,920
F,16,1630,54.6,836,693,934
M,17,1730,79.6,940,862,1058
M,26,1700,69.3,913,735,933
M,34,1722,63.0,866,760,930
F,25,1600,50.4,795,662,893
M,41,1700,79.6,983,944,1004
F,17,1595,63.1,931,799,954
F,25,1588,40.6,740,590,835
M,18,1741,82.9,1011,865,1067
M,17,1708,61.8,854,750,933
M,28,1770,70.5,932,766,950
M,23,1865,81.6,925,795,1020
M,16,1756,55.6,774,667,877
M,34,1825,87.6,1025,900,1021
F,45,1715,60.0,932,741,930
M,17,1692,50.9,800,662,825
M,26,1788,95.7,1064,1038,1092
M,37,1691,81.9,1046,965,1001
M,18,1748,88.4,971,910,1015
M,60,1745,75.4,962,870,966
M,66,1651,63.1,923,893,858
M,18,1673,51.6,795,665,838
M,27,1713,83.6,1010,960,1060
M,47,1796,71.7,932,857,941
F,54,1546,62.2,932,810,992
M,17,1734,61.9,843,696,880
F,33,1549,49.9,821,690,881
M,28,1681,62.4,854,780,910
F,52,1622,86.2,1136,988,1018
F,17,1554,56.4,844,700,962
F,57,1470,58.7,1040,915,901
F,47,1580,61.0,906,776,966
M,16,1790,62.3,830,710,945
F,30,1619,54.9,881,761,903
M,19,1777,63.2,910,699,897
F,55,1542,58.1,934,891,931
M,22,1630,66.3,876,825,961
M,16,1799,60.2,800,690,910
F,54,1452,47.5,842,780,861
F,35,1613,68.2,951,828,1014
M,22,1616,75.8,975,870,1032
M,36,1709,69.7,909,845,942
F,35,1630,67.0,947,805,1002
M,18,1618,45.2,737,605,827
F,19,1624,47.4,765,628,865
F,18,1588,51.7,810,667,920
F,34,1620,56.7,880,682,903
M,49,1673,76.9,977,868,985
M,18,1726,58.9,810,680,880
F,17,1665,63.5,906,775,980
M,27,1786,82.7,990,870,1020
F,23,1659,57.7,780,732,940
F,16,1704,50.7,720,635,893
F,26,1568,60.6,865,780,1000
F,18,1571,45.2,775,615,861
M,19,1711,62.2,852,711,912
M,20,1787,95.5,1065,935,1101
M,18,1853,69.0,831,760,941
M,30,1720,76.3,952,844,971
M,19,1691,59.8,812,719,900
M,16,1627,63.7,855,768,936
F,34,1509,63.6,1014,874,965
F,25,1560,62.2,955,855,895
F,20,1650,52.9,804,682,915
F,48,1558,76.3,1005,930,1055
M,59,1709,69.1,980,860,925
F,19,1635,46.4,815,682,845
F,23,1655,52.7,847,663,865
F,35,1575,50.9,859,745,888
M,19,1678,48.9,775,648,811
M,34,1792,86.3,1040,884,1028
F,19,1623,64.1,925,780,961
F,34,1598,62.9,951,846,995
F,53,1526,61.0,955,852,950
F,60,1560,68.6,1041,930,972
M,49,1693,67.5,905,831,910
F,22,1640,56.2,820,694,943
F,26,1590,56.5,856,695,943
F,36,1663,52.2,796,692,900
F,45,1612,60.9,914,795,923
M,18,1619,68.0,961,895,955
F,22,1636,54.1,820,715,913
M,23,1831,91.9,935,978,1049
M,16,1750,63.0,802,705,901
M,16,1733,80.5,958,878,1021
M,19,1775,64.5,942,740,898
F,55,1481,59.1,934,855,955
F,38,1626,70.6,951,830,1005
F,43,1640,65.1,920,815,1020
F,30,1620,53.1,782,707,897
F,20,1580,46.5,840,644,861
F,69,1551,57.9,850,796,948
F,55,1522,52.0,871,820,900
M,17,1701,61.5,866,712,889
M,16,1748,62.1,855,697,896
F,29,1618,55.3,829,757,918
M,19,1746,58.4,856,670,868
F,64,1588,61.5,921,845,961
M,29,1693,69.8,895,840,945
F,18,1602,45.7,752,615,870
F,17,1627,49.7,788,620,880
M,16,1750,73.0,885,810,965
F,34,1611,50.2,790,666,877
F,20,1612,47.3,753,670,892
F,51,1537,70.5,1051,881,1002
F,31,1544,64.8,1025,880,984
F,48,1454,44.8,816,674,846
F,19,1578,55.4,818,731,975
F,60,1580,52.4,905,802,861
M,25,1690,67.2,956,803,935
M,24,1731,64.4,890,746,937
F,16,1644,48.0,780,625,851
M,18,1637,67.9,890,773,935
M,42,1675,70.1,987,781,920
F,16,1642,63.5,885,731,975
M,55,1718,81.1,975,921,1007
M,16,1628,44.7,780,630,782
F,60,1536,64.7,974,914,975
M,19,1650,58.9,882,745,895
F,19,1626,64.1,919,794,978
F,17,1685,57.2,806,685,965
F,17,1463,45.5,851,691,820
M,35,1665,80.9,975,901,1023
M,45,1685,64.1,908,771,907
M,49,1666,82.7,1050,915,1030
M,48,1674,75.2,995,910,1000
M,33,1776,71.6,884,825,961
F,16,1690,53.5,815,641,921
F,39,1628,57.2,841,755,970
M,32,1664,65.2,912,760,930
F,32,1720,62.5,885,762,960
M,19,1658,49.5,760,625,801
F,19,1564,75.8,941,901,1080
F,65,1555,56.0,918,785,945
M,33,1696,87.0,1040,970,1050
F,47,1580,65.0,925,820,993
F,21,1532,49.3,775,672,925
F,38,1760,72.0,915,840,985
M,34,1760,74.8,935,800,1000
F,20,1590,48.1,785,644,895
M,34,1698,62.8,874,740,900
F,16,1600,61.4,889,705,1000
M,28,1694,66.9,925,748,953
M,43,1739,86.8,1059,982,1045
M,27,1868,112.7,1131,1051,1138
F,21,1581,53.4,802,717,925
M,61,1622,53.3,860,774,838
F,19,1655,48.9,775,670,881
F,20,1584,39.0,740,608,813
M,52,1816,81.4,986,983,985
F,33,1687,73.5,980,841,966
F,19,1534,47.6,792,643,871
M,38,1731,69.7,901,806,947
F,19,1610,50.9,770,677,891
F,64,1620,69.0,995,945,991
M,39,1740,84.2,1000,910,1010
M,26,1705,59.7,854,728,891
F,17,1544,37.8,690,626,808
F,21,1522,42.8,772,626,815
M,22,1764,70.0,870,784,976
M,26,1717,71.2,886,832,930
M,61,1740,84.3,1026,945,1013
M,34,1760,74.3,936,829,966
F,68,1506,60.7,970,922,984
F,38,1595,53.8,835,765,909
F,38,1635,79.8,1085,981,1065
M,15,1749,63.4,905,723,930
F,28,1605,57.4,850,740,934
M,42,1874,82.9,950,900,995
M,32,1721,85.6,1038,906,1025
F,53,1605,53.9,839,744,906
F,25,1608,58.0,880,732,956
F,38,1619,62.0,905,805,935
F,21,1606,61.9,873,754,1021
F,41,1565,46.9,820,690,900
F,31,1547,60.0,821,781,970
F,35,1557,47.8,765,654,887
F,43,1535,44.9,765,630,851
F,36,1614,57.7,893,772,942
M,18,1731,59.5,850,700,868
M,19,1725,79.8,974,895,1023
M,35,1745,86.7,975,985,1021
M,17,1744,77.5,972,873,1005
F,53,1649,70.5,1025,870,955
M,41,1740,71.3,917,817,945
M,52,1660,68.1,940,846,926
M,55,1740,84.3,1027,976,1005
M,16,1674,61.8,806,750,947
F,27,1609,60.4,890,860,1010
M,40,1709,54.3,872,726,830
F,60,1584,57.8,912,849,910
M,34,1746,70.9,938,815,911
F,16,1542,50.7,830,625,870
M,20,1696,60.4,869,769,920
M,66,1707,79.3,995,946,995
M,17,1766,68.0,805,786,959
F,21,1595,43.5,751,615,851
M,47,1644,76.5,990,957,991
F,53,1560,58.2,901,764,940
M,53,1727,74.3,930,898,975
F,20,1625,61.6,921,767,936
M,68,1760,68.6,895,837,954
M,39,1778,65.3,911,815,896
M,53,1652,67.8,913,810,941
F,19,1589,64.9,922,821,1011
F,23,1576,48.3,785,660,805
F,19,1560,52.9,850,701,891
F,26,1615,59.9,860,740,942
M,22,1745,57.2,862,704,880
M,55,1655,62.4,870,797,884
F,54,1526,70.7,1042,956,1055
F,20,1545,54.3,861,685,951
M,27,1716,59.0,815,720,875
F,32,1684,58.3,860,780,951
F,16,1590,49.8,779,652,885
F,36,1600,53.2,840,725,932
F,27,1595,59.5,884,800,943
M,20,1686,61.8,865,702,885
F,29,1635,54.0,844,715,905
F,35,1612,52.6,872,715,890
M,18,1804,104.5,1046,1025,1139
M,32,1769,90.0,1036,972,1045
M,48,1716,61.7,862,745,903
M,19,1748,64.3,852,725,906
F,35,1500,44.2,790,661,871
F,51,1476,63.6,965,896,972
M,27,1845,81.0,932,834,976
F,37,1652,63.6,835,855,1022
M,18,1672,62.1,825,771,952
F,16,1644,51.8,809,735,926
M,39,1660,90.0,1062,1012,1044
F,19,1700,59.9,844,721,961
F,28,1620,59.1,871,741,1016
F,67,1504,59.0,945,905,916
M,22,1690,61.7,870,740,910
F,18,1581,52.1,855,670,918
F,58,1510,62.9,988,880,951
F,49,1538,54.9,886,791,951
F,21,1578,61.2,875,770,978
F,61,1509,51.8,845,760,874
F,66,1513,48.3,860,780,894
M,16,1641,51.6,765,660,854
M,18,1824,62.3,880,700,898
M,45,1773,85.1,1022,946,1010
F,39,1570,45.6,775,671,845
M,16,1686,65.1,888,763,925
F,28,1576,77.6,1085,970,985
M,17,1702,59.8,910,692,905
M,46,1613,62.8,950,783,900
F,34,1510,60.4,886,801,950
M,20,1709,61.4,860,772,898
M,36,1804,81.1,965,862,1010
F,33,1616,54.4,868,694,895
M,24,1844,78.2,912,836,1003
F,40,1648,55.3,858,758,925
F,29,1606,56.2,852,768,954
F,17,1760,67.1,863,722,990
F,17,1586,48.3,751,645,895
F,40,1561,51.0,838,705,892
M,66,1603,58.3,951,808,891
M,18,1760,78.0,934,870,986
M,24,1730,61.1,856,726,890
M,17,1694,81.7,986,970,1005
F,66,1440,50.6,887,775,894
M,47,1709,69.8,945,865,930
M,60,1695,81.3,985,983,970
M,17,1660,71.1,925,850,999
F,17,1571,58.4,870,756,962
F,16,1554,52.1,830,735,899
M,32,1676,74.7,977,875,992
F,17,1646,57.9,817,689,905
M,50,1730,67.7,898,807,976
F,43,1459,42.6,785,688,843
F,67,1511,51.4,890,780,855
M,22,1777,80.0,980,871,1005
F,19,1726,73.7,892,760,1032
F,16,1624,49.8,765,645,951
M,61,1568,70.2,961,979,930
F,16,1626,59.6,870,730,950
M,45,1700,82.1,1056,906,1017
F,32,1649,48.3,780,666,881
F,54,1521,49.1,835,735,870
M,34,1816,77.5,948,872,980
M,50,1631,73.8,980,915,961
F,57,1583,60.7,920,806,950
F,19,1630,56.0,826,800,939
F,36,1683,55.8,851,696,939
F,19,1627,58.0,848,827,939
M,52,1636,71.0,1012,875,981
F,16,1557,42.7,775,599,872
M,38,1753,97.5,1105,960,1080
M,36,1657,58.4,837,764,907
M,29,1755,82.7,1029,915,1005
M,28,1712,74.9,985,870,988
F,51,1596,56.8,900,786,912
M,34,1816,88.8,995,914,1036
M,35,1735,77.5,950,886,980
M,57,1623,67.9,1010,825,868
M,33,1715,79.6,1005,891,1015
M,37,1730,67.4,897,723,935
F,39,1620,48.5,798,630,855
F,20,1577,53.0,819,698,915
M,35,1776,64.3,860,736,940
M,19,1653,47.9,742,645,793
F,22,1629,51.8,801,691,920
F,21,1660,73.9,1008,815,995
M,38,1741,92.3,1050,912,1071
F,36,1521,63.1,940,799,981
F,36,1705,72.6,960,843,1047
M,36,1717,93.7,1085,981,1025
F,34,1530,50.4,835,730,876
M,32,1745,59.8,914,805,915
M,35,1705,80.4,1006,943,1000
M,38,1754,87.3,1055,970,1010
M,61,1693,70.8,954,892,973
M,32,1797,94.2,1070,958,1079
F,33,1587,94.1,1140,1101,1121
M,45,1711,70.0,952,844,920
F,18,1626,82.1,994,950,1086
F,45,1500,48.4,830,691,890
M,32,1747,75.6,942,862,961
F,61,1552,60.3,932,855,898
F,19,1575,49.6,861,685,890
M,27,1774,64.5,838,725,955
F,44,1520,45.5,815,661,813
F,55,1539,57.8,933,780,916
M,18,1763,54.5,777,648,828
F,20,1560,40.6,724,610,830
F,21,1521,49.6,846,711,880
M,18,1806,56.8,795,674,890
F,35,1587,55.8,863,743,926
M,35,1705,59.5,865,748,905
F,39,1650,62.1,878,746,955
M,16,1782,73.2,908,772,945
M,33,1723,64.5,894,785,906
F,17,1563,54.1,815,721,906
M,54,1716,72.7,957,850,965
F,42,1590,89.3,1205,1025,1085
F,16,1686,66.4,890,735,996
M,38,1800,97.4,1051,988,1070
M,20,1784,105.8,1115,983,1102
F,44,1534,49.2,885,716,850
M,40,1725,73.0,935,830,965
F,53,1462,58.6,945,832,922
M,18,1724,78.7,920,807,994
F,30,1617,58.9,925,801,946
F,16,1644,44.2,725,575,853
M,18,1776,68.6,900,780,965
M,19,1752,75.1,945,868,988
F,17,1548,47.0,786,642,835
F,16,1620,47.6,685,642,886
F,25,1571,48.5,833,672,875
F,17,1650,57.6,862,685,930
M,20,1621,55.3,792,726,885
F,41,1660,63.3,950,855,960
M,37,1749,68.0,892,816,962
F,18,1620,59.4,885,710,971
M,36,1765,69.3,886,774,966
M,19,1677,79.4,1003,885,1020
M,42,1697,72.1,960,833,956
M,29,1655,64.9,932,760,920
F,59,1469,51.9,881,781,856
M,43,1735,90.2,990,956,1086
F,66,1482,55.7,992,941,900
F,44,1505,73.8,1000,952,1025
F,43,1505,84.3,1135,1076,1095
M,24,1796,88.7,1065,910,1040
F,32,1597,56.6,850,735,944
M,30,1680,75.0,885,904,978
F,18,1586,53.5,832,660,954
M,18,1662,65.2,871,776,965
F,18,1619,47.5,792,620,883
M,20,1658,53.3,795,670,879
M,19,1695,58.6,832,770,915
M,16,1715,67.5,900,765,951
M,29,1677,80.5,991,941,1013
F,68,1474,51.8,883,855,925
M,39,1645,80.2,1032,996,1022
F,26,1670,47.4,765,640,849
M,29,1774,69.3,898,790,944
M,29,1661,69.3,887,820,953
M,28,1764,75.2,940,822,990
M,20,1827,97.1,995,991,1058
M,17,1745,111.0,1125,1071,1180
F,39,1690,66.1,882,881,1012
M,25,1770,73.9,922,820,965
M,22,1667,55.5,826,696,876
F,27,1610,69.9,973,820,1001
F,20,1692,52.4,837,690,934
M,64,1585,65.2,920,900,904
M,45,1682,75.9,982,916,1005
F,56,1560,62.9,1017,875,881
F,18,1670,51.8,760,653,895
M,17,1712,54.1,780,651,857
F,18,1576,50.6,815,661,896
M,27,1645,88.1,1081,1031,1005
F,33,1527,51.6,832,725,897
F,54,1449,58.2,1019,921,893
F,47,1570,54.8,860,780,900
M,35,1742,75.3,950,825,940
F,17,1597,52.3,830,702,892
M,20,1730,68.9,906,737,942
M,18,1713,62.3,815,700,898
F,60,1448,50.2,894,774,865
F,19,1674,64.0,887,819,945
F,35,1570,49.3,805,698,855
M,18,1667,62.4,827,767,902
F,22,1626,54.1,790,702,955
F,19,1613,57.8,870,741,945
M,17,1768,62.1,851,705,901
F,19,1630,65.3,975,825,935
F,63,1480,56.8,895,876,911
M,36,1700,71.7,982,836,952
M,18,1723,67.1,820,703,962
M,17,1755,68.6,865,741,911
M,17,1802,73.1,925,713,974
M,28,1681,75.0,997,858,998
M,30,1683,67.5,919,811,929
M,55,1760,89.2,1075,980,1015
F,16,1528,47.4,753,650,911
M,27,1703,73.4,930,852,944
M,27,1743,62.8,897,787,875
M,16,1813,88.6,925,870,1050
M,50,1585,59.8,892,777,866
M,62,1692,78.1,966,980,991
F,19,1646,59.2,855,707,920
F,17,1640,50.5,779,671,906
M,27,1786,76.3,943,857,1001
M,35,1703,59.6,881,710,890
F,40,1622,59.6,881,794,956
M,26,1790,76.3,932,838,1006
M,20,1751,68.4,914,720,943
F,20,1675,53.1,802,654,935
F,20,1558,59.2,865,760,965
M,19,1685,87.0,1044,931,1026
M,32,1749,91.0,1073,975,1105
F,25,1605,47.6,800,701,845
F,29,1484,53.5,845,752,931
M,37,1725,78.2,995,865,991
M,61,1616,67.6,922,871,929
M,22,1785,75.8,926,805,974
M,58,1590,58.2,905,845,860
F,19,1667,69.6,980,762,975
F,43,1646,54.6,860,742,874
M,25,1685,61.2,862,790,910
M,30,1719,75.9,933,836,959
F,33,1515,94.8,1175,1174,1116
M,18,1707,56.9,792,688,898
M,18,1755,65.4,900,753,960
F,16,1599,51.7,808,669,936
F,17,1695,63.4,854,715,995
M,19,1793,88.1,978,917,1049
M,28,1675,74.0,985,852,992
M,16,1712,61.2,850,685,894
F,19,1556,47.6,760,713,864
M,16,1657,61.2,836,717,911
M,27,1721,65.4,857,772,961
M,51,1720,87.2,1013,1020,983
F,17,1639,62.8,880,735,961
F,37,1630,53.5,845,710,910
M,26,1830,107.4,1152,1063,1094
M,60,1764,85.5,1063,978,1004
F,25,1573,58.1,877,760,955
F,19,1512,41.8,822,651,817
M,19,1860,101.8,1095,945,1095
F,46,1455,59.3,954,879,908
M,45,1630,60.1,925,739,841
F,17,1557,56.5,915,756,921
F,17,1605,49.6,814,610,875
M,24,1780,85.3,967,860,1034
M,35,1660,51.6,820,655,869
F,40,1540,70.4,1021,881,996
M,26,1770,89.0,1025,957,1077
F,19,1570,48.1,805,664,895
M,22,1718,61.8,890,735,893
F,20,1613,49.1,822,645,875
F,32,1600,58.6,872,809,1000
M,15,1714,65.9,906,745,960
M,25,1779,93.3,974,1047,1097
M,25,1710,69.0,910,829,955
F,34,1620,54.7,885,696,930
M,18,1651,61.2,815,760,925
F,19,1553,48.4,855,680,865
F,57,1487,55.3,990,835,850
F,33,1624,67.4,960,852,930
M,17,1736,58.7,798,694,910
F,51,1553,62.0,981,850,920
M,38,1713,78.0,1000,880,1005
M,29,1703,87.9,1038,962,1043
F,23,1514,48.0,790,690,910
M,23,1804,65.6,915,775,916
M,18,1719,59.3,852,715,912
M,37,1742,77.9,1000,970,1004
M,16,1680,61.1,855,672,873
F,33,1580,70.4,1030,815,1022
M,19,1548,53.3,843,725,886
M,43,1680,68.7,970,850,910
F,31,1523,45.7,831,675,840
M,39,1716,75.5,995,915,945
M,41,1718,88.2,1090,1027,1040
F,17,1575,49.0,834,639,872
M,40,1727,80.6,1000,902,1025
F,47,1596,59.0,914,777,924
F,27,1636,64.2,900,783,990
F,63,1549,67.9,1065,960,937
F,26,1614,64.0,858,753,1036
M,26,1708,58.8,875,718,858
M,32,1734,90.2,1007,975,1072
M,26,1696,63.5,865,745,907
F,35,1522,50.9,870,735,865
M,34,1693,78.2,1037,918,1035
M,17,1819,75.2,884,776,976
F,43,1611,87.1,1107,1020,1100
F,57,1479,50.9,885,783,875
M,19,1696,71.5,886,824,993
F,19,1574,54.1,891,791,934
M,42,1606,61.1,914,826,923
F,20,1634,47.6,881,665,850
F,20,1670,61.0,883,740,955
F,34,1525,55.0,860,815,940
M,17,1789,59.0,785,715,908
F,25,1670,65.9,891,740,1023
M,34,1800,71.0,905,765,934
M,36,1675,75.6,963,885,957
F,16,1590,52.0,826,660,915
F,51,1527,58.4,930,815,900
M,18,1761,62.4,861,715,921
M,61,1606,59.8,889,886,868
F,32,1664,69.4,970,851,1042
M,56,1750,71.2,926,825,954
F,19,1517,56.2,855,755,964
M,58,1623,85.9,1070,1000,1041
M,63,1668,69.1,925,921,944
M,29,1640,80.8,1026,922,972
M,32,1646,76.8,925,934,968
F,16,1532,48.6,790,690,900
F,20,1710,73.0,1005,828,990
F,33,1585,59.8,851,821,961
M,42,1721,59.8,870,714,870
M,56,1620,59.8,855,864,885
M,44,1738,78.0,979,954,961
M,20,1706,59.2,840,701,910
F,30,1530,36.8,695,562,782
F,19,1555,49.2,801,660,898
F,29,1610,65.7,906,891,991
M,20,1776,84.8,1003,885,1032
M,50,1658,67.2,900,865,921
M,64,1665,52.3,871,757,820
F,26,1635,45.3,750,681,855
M,36,1703,60.7,866,755,912
M,20,1750,67.8,905,845,951
M,32,1755,81.2,977,908,1024
F,34,1555,57.3,881,773,935
M,19,1610,70.0,915,825,970
F,26,1603,59.1,879,804,939
M,23,1720,61.0,855,695,902
F,19,1563,57.8,940,790,930
M,18,1825,63.1,840,702,921
F,52,1664,73.5,1005,892,990
F,19,1610,62.5,880,740,973
F,43,1580,49.7,855,745,900
F,19,1684,61.4,904,755,967
F,25,1568,58.5,849,805,961
M,19,1775,69.0,930,785,898
F,45,1535,58.1,895,792,982
M,40,1740,75.6,950,862,956
F,63,1452,44.8,780,704,835
M,17,1820,117.3,1164,1060,1211
F,32,1666,61.2,858,793,968
F,35,1647,67.4,900,793,1001
F,19,1634,51.8,794,685,880
M,29,1705,60.6,854,739,880
M,48,1684,55.6,870,750,840
M,66,1660,71.6,1032,920,966
F,27,1656,57.4,844,731,951
M,17,1788,60.2,828,685,900
M,17,1735,68.2,906,786,951
F,38,1605,62.7,955,785,1011
F,46,1575,49.5,790,680,891
M,39,1755,89.2,1066,940,1011
M,55,1632,67.6,947,840,930
F,62,1468,46.0,825,740,840
M,25,1874,76.5,924,766,965
F,21,1569,47.2,802,666,882
F,16,1640,48.0,795,635,871
F,55,1522,52.8,861,750,924
